Name,ID,Species,Forme,Type1,Type2,Ability1,Ability2,AbilityH,HP,Attack,Defense,SpAttack,SpDefense,Speed,Total,Weight,Height,Dex1,Dex2,Class,%Male,%Female,Pre-Evolution,Egg Group 1,Egg Group 2,Type Concat,Ability Concat,,HP,ATK,DEF,SP_ATK,SP_DEF,SPEED,TOTAL
Arceus-Ground,918,Arceus,Arceus-Ground,Ground,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Ground,Multitype,,60,60,60,60,60,60,360
Arceus-Rock,919,Arceus,Arceus-Rock,Rock,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Rock,Multitype,,60,60,60,60,60,60,360
Arceus-Bug,920,Arceus,Arceus-Bug,Bug,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Bug,Multitype,,60,60,60,60,60,60,360
Arceus-Ghost,921,Arceus,Arceus-Ghost,Ghost,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Ghost,Multitype,,60,60,60,60,60,60,360
Arceus-Steel,922,Arceus,Arceus-Steel,Steel,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Steel,Multitype,,60,60,60,60,60,60,360
Arceus-Fire,923,Arceus,Arceus-Fire,Fire,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Fire,Multitype,,60,60,60,60,60,60,360
Arceus-Water,924,Arceus,Arceus-Water,Water,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Water,Multitype,,60,60,60,60,60,60,360
Arceus-Grass,925,Arceus,Arceus-Grass,Grass,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Grass,Multitype,,60,60,60,60,60,60,360
Arceus-Electric,926,Arceus,Arceus-Electric,Electric,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Electric,Multitype,,60,60,60,60,60,60,360
Arceus-Psychic,927,Arceus,Arceus-Psychic,Psychic,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Psychic,Multitype,,60,60,60,60,60,60,360
Arceus-Ice,928,Arceus,Arceus-Ice,Ice,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Ice,Multitype,,60,60,60,60,60,60,360
Arceus-Dragon,929,Arceus,Arceus-Dragon,Dragon,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Dragon,Multitype,,60,60,60,60,60,60,360
Arceus-Dark,930,Arceus,Arceus-Dark,Dark,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Dark,Multitype,,60,60,60,60,60,60,360
Arceus-Fairy,931,Arceus,Arceus-Fairy,Fairy,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Fairy,Multitype,,60,60,60,60,60,60,360
Audino-Mega,932,Audino,Audino-Mega Audino,Normal,Fairy,Healer,,,103,60,126,80,126,50,545,70.5 lbs.,"4'11""",,,Hearing,0.5,0.5,,Fairy,,Normal / Fairy,Healer,,52,30,63,40,63,25,273
Basculin-BlueStriped,933,Basculin,Basculin-Blue-Striped,Water,,Rock Head,Adaptability,Mold Breaker,70,92,65,80,55,98,460,39.7 lbs.,"3'03""",,,Hostile,0.5,0.5,,Water 2,,Water,Rock Head / Adaptability / Mold Breaker*,,35,46,33,40,28,49,230
Darmanitan-Zen,934,Darmanitan,Darmanitan-Zen Mode,Fire,Psychic,Zen Mode,,,105,30,105,140,105,55,540,204.8 lbs.,"4'03""",,,Blazing,0.5,0.5,Darumaka,Field,,Fire / Psychic,Zen Mode,,53,15,53,70,53,28,270
Deerling-Summer,935,Deerling,Deerling-Summer,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43.0 lbs.,"2'00""",,,Season,0.5,0.5,,Field,,Normal / Grass,Chlorophyll / Sap Sipper / Serene Grace*,,30,30,25,20,25,38,168
Deerling-Autumn,936,Deerling,Deerling-Autumn,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43.0 lbs.,"2'00""",,,Season,0.5,0.5,,Field,,Normal / Grass,Chlorophyll / Sap Sipper / Serene Grace*,,30,30,25,20,25,38,168
Deerling-Winter,937,Deerling,Deerling-Winter,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43.0 lbs.,"2'00""",,,Season,0.5,0.5,,Field,,Normal / Grass,Chlorophyll / Sap Sipper / Serene Grace*,,30,30,25,20,25,38,168
Sawsbuck-Summer,938,Sawsbuck,Sawsbuck-Summer,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9 lbs.,"6'03""",,,Season,0.5,0.5,Deerling,Field,,Normal / Grass,Chlorophyll / Sap Sipper / Serene Grace*,,40,50,35,30,35,48,238
Sawsbuck-Autumn,939,Sawsbuck,Sawsbuck-Autumn,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9 lbs.,"6'03""",,,Season,0.5,0.5,Deerling,Field,,Normal / Grass,Chlorophyll / Sap Sipper / Serene Grace*,,40,50,35,30,35,48,238
Sawsbuck-Winter,940,Sawsbuck,Sawsbuck-Winter,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9 lbs.,"6'03""",,,Season,0.5,0.5,Deerling,Field,,Normal / Grass,Chlorophyll / Sap Sipper / Serene Grace*,,40,50,35,30,35,48,238
Tornadus-Therian,941,Tornadus,Tornadus-Theriane,Flying,,Regenerator,,,79,100,80,110,90,121,580,138.9 lbs.,"4'07""",,,Cyclone,1,0,,Undiscovered,,Flying,Regenerator,,40,50,40,55,45,61,290
Thundurus-Therian,942,Thundurus,Thundurus-Theriane,Electric,Flying,Volt Absorb,,,79,105,70,145,80,101,580,134.5 lbs.,"9'10""",,,Bolt Strike,1,0,,Undiscovered,,Electric / Flying,Volt Absorb,,40,53,35,73,40,51,290
Landorus-Therian,943,Landorus,Landorus-Theriane,Ground,Flying,Intimidate,,,89,145,90,105,80,91,600,149.9 lbs.,"4'03""",,,Abundance,1,0,,Undiscovered,,Ground / Flying,Intimidate,,45,73,45,53,40,46,300
Kyurem-White,944,Kyurem,Kyurem-White Kyurem,Dragon,Ice,Turboblaze,,,125,120,90,170,100,95,700,716.5 lbs.,"11'10""",,,Boundary,,,,Undiscovered,,Dragon / Ice,Turboblaze,,63,60,45,85,50,48,350
Kyurem-Black,945,Kyurem,Kyurem-Black Kyurem,Dragon,Ice,Teravolt,,,125,170,100,120,90,95,700,716.5 lbs.,"10'10""",,,Boundary,,,,Undiscovered,,Dragon / Ice,Teravolt,,63,85,50,60,45,48,350
Keldeo-Resolute,946,Keldeo,Keldeo-Resolute,Water,Fighting,Justified,,,91,72,90,129,90,108,580,106.9 lbs.,"4'07""",,,Colt,,,,Undiscovered,,Water / Fighting,Justified,,46,36,45,65,45,54,290
Meloetta-Pirouette,947,Meloetta,Meloetta-Pirouettee,Normal,Fighting,Serene Grace,,,100,128,90,77,77,128,600,14.3 lbs.,"2'00""",,,Melody,,,,Undiscovered,,Normal / Fighting,Serene Grace,,50,64,45,39,39,64,300
Genesect-Burn,948,Genesect,Genesect-Genesect,Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic,,,,Undiscovered,,Bug / Steel,Download,,36,60,48,60,48,50,300
Genesect-Chill,949,Genesect,Genesect-Genesect,Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic,,,,Undiscovered,,Bug / Steel,Download,,36,60,48,60,48,50,300
Genesect-Douse,950,Genesect,Genesect-Genesect,Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic,,,,Undiscovered,,Bug / Steel,Download,,36,60,48,60,48,50,300
Genesect-Shock,951,Genesect,Genesect-Genesect,Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic,,,,Undiscovered,,Bug / Steel,Download,,36,60,48,60,48,50,300
Greninja-BattleBond,952,Greninja,Greninja-Battle Bond,Water,Dark,Battle Bond,Battle Bond,Battle Bond,72,95,67,103,71,122,530,88.2 lbs.,"4'11""",,,Ninja,1,0,,Undiscovered,,Water / Dark,Battle Bond,,36,48,34,52,36,61,265
Greninja-Ash,953,Greninja,Greninja-Ash-Greninja,Water,Dark,Battle Bond,Battle Bond,Battle Bond,72,145,67,153,71,132,640,88.2 lbs.,"4'11""",,,Ninja,1,0,,Undiscovered,,Water / Dark,Battle Bond,,36,73,34,77,36,66,320
Vivillon-Fancy,954,Vivillon,Vivillon-Fancy Pattern,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale,0.5,0.5,Spewpa,Bug,,Bug / Flying,Shield Dust / Compound Eyes / Friend Guard*,,40,26,25,45,25,45,206
Vivillon-Pokeball,955,Vivillon,Vivillon-PokÃ© Ball Pattern,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale,0.5,0.5,Spewpa,Bug,,Bug / Flying,Shield Dust / Compound Eyes / Friend Guard*,,40,26,25,45,25,45,206
Flabebe-Blue,956,FlabÃ©bÃ©,FlabÃ©bÃ©-Yellow Flower,Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom,0,1,,Fairy,,Fairy,Flower Veil / Symbiosis*,,22,19,20,31,40,21,152
Flabebe-Orange,957,FlabÃ©bÃ©,FlabÃ©bÃ©-Orange Flower,Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom,0,1,,Fairy,,Fairy,Flower Veil / Symbiosis*,,22,19,20,31,40,21,152
Flabebe-White,958,FlabÃ©bÃ©,FlabÃ©bÃ©-Blue Flower,Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom,0,1,,Fairy,,Fairy,Flower Veil / Symbiosis*,,22,19,20,31,40,21,152
Flabebe-Yellow,959,FlabÃ©bÃ©,FlabÃ©bÃ©-White Flower,Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom,0,1,,Fairy,,Fairy,Flower Veil / Symbiosis*,,22,19,20,31,40,21,152
Floette-Blue,960,Floette,Floette-Yellow Flower,Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom,0,1,FlabÃ©bÃ©,Fairy,,Fairy,Flower Veil / Symbiosis*,,27,23,24,38,49,26,186
Floette-Orange,961,Floette,Floette-Orange Flower,Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom,0,1,FlabÃ©bÃ©,Fairy,,Fairy,Flower Veil / Symbiosis*,,27,23,24,38,49,26,186
Floette-White,962,Floette,Floette-Blue Flower,Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom,0,1,FlabÃ©bÃ©,Fairy,,Fairy,Flower Veil / Symbiosis*,,27,23,24,38,49,26,186
Floette-Yellow,963,Floette,Floette-White Flower,Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom,0,1,FlabÃ©bÃ©,Fairy,,Fairy,Flower Veil / Symbiosis*,,27,23,24,38,49,26,186
Floette-Eternal,964,Floette,Floette-Eternal Flower,Fairy,,Flower Veil,,,74,65,67,125,128,92,551,2.0 lbs.,"0'08""",,,Single Bloom,0,1,,Undiscovered,,Fairy,Flower Veil,,37,33,34,63,64,46,276
Florges-Blue,965,Florges,Florges-Yellow Flower,Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden,0,1,Floette,Fairy,,Fairy,Flower Veil / Symbiosis*,,39,33,34,56,77,38,276
Florges-Orange,966,Florges,Florges-Orange Flower,Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden,0,1,Floette,Fairy,,Fairy,Flower Veil / Symbiosis*,,39,33,34,56,77,38,276
Florges-White,967,Florges,Florges-Blue Flower,Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden,0,1,Floette,Fairy,,Fairy,Flower Veil / Symbiosis*,,39,33,34,56,77,38,276
Florges-Yellow,968,Florges,Florges-White Flower,Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden,0,1,Floette,Fairy,,Fairy,Flower Veil / Symbiosis*,,39,33,34,56,77,38,276
Furfrou-Heart Trim,969,Furfrou,Furfrou-Heart Trim,Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle,0.5,0.5,,Field,,Normal,Fur Coat,,38,40,30,33,45,51,236
Furfrou-Star Trim,970,Furfrou,Furfrou-Star Trim,Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle,0.5,0.5,,Field,,Normal,Fur Coat,,38,40,30,33,45,51,236
Furfrou-Diamond Trim,971,Furfrou,Furfrou-Diamond Trim,Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle,0.5,0.5,,Field,,Normal,Fur Coat,,38,40,30,33,45,51,236
Furfrou-Debutante Trim,972,Furfrou,Furfrou-Debutante Trim,Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle,0.5,0.5,,Field,,Normal,Fur Coat,,38,40,30,33,45,51,236
Furfrou-Matron Trim,973,Furfrou,Furfrou-Matron Trim,Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle,0.5,0.5,,Field,,Normal,Fur Coat,,38,40,30,33,45,51,236
Furfrou-Dandy Trim,974,Furfrou,Furfrou-Dandy Trim,Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle,0.5,0.5,,Field,,Normal,Fur Coat,,38,40,30,33,45,51,236
Furfrou-La Reine Trim,975,Furfrou,Furfrou-La Reine Trim,Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle,0.5,0.5,,Field,,Normal,Fur Coat,,38,40,30,33,45,51,236
Furfrou-Kabuki Trim,976,Furfrou,Furfrou-Kabuki Trim,Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle,0.5,0.5,,Field,,Normal,Fur Coat,,38,40,30,33,45,51,236
Furfrou-Pharaoh Trim,977,Furfrou,Furfrou-Pharaoh Trim,Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle,0.5,0.5,,Field,,Normal,Fur Coat,,38,40,30,33,45,51,236
Meowstic-F,978,Meowstic,Meowstic-Female,Psychic,,Keen Eye,Infiltrator,Competitive,74,48,76,83,81,104,466,18.7 lbs.,"2'00""",,,Constraint,0,1,Espurr,Field,,Psychic,Keen Eye / Infiltrator / Competitive*,,37,24,38,42,41,52,233
Aegislash-Blade,979,Aegislash,Aegislash-Bladee,Steel,Ghost,Stance Change,,,60,150,50,150,50,60,520,116.8 lbs.,"5'07""",,,Royal Sword,0.5,0.5,Doublade,Mineral,,Steel / Ghost,Stance Change,,30,75,25,75,25,30,260
Pumpkaboo-Small,980,Pumpkaboo,Pumpkaboo-Small Size,Ghost,Grass,Pickup,Frisk,Insomnia,44,66,70,44,55,56,335,7.7 lbs.,"1'00""",,,Pumpkin,0.5,0.5,,Amorphous,,Ghost / Grass,Pickup / Frisk / Insomnia*,,22,33,35,22,28,28,168
Pumpkaboo-Large,981,Pumpkaboo,Pumpkaboo-Large Size,Ghost,Grass,Pickup,Frisk,Insomnia,54,66,70,44,55,46,335,16.5 lbs.,"1'08""",,,Pumpkin,0.5,0.5,,Amorphous,,Ghost / Grass,Pickup / Frisk / Insomnia*,,27,33,35,22,28,23,168
Pumpkaboo-Super,982,Pumpkaboo,Pumpkaboo-Super Size,Ghost,Grass,Pickup,Frisk,Insomnia,59,66,70,44,55,41,335,33.1 lbs.,"2'07""",,,Pumpkin,0.5,0.5,,Amorphous,,Ghost / Grass,Pickup / Frisk / Insomnia*,,30,33,35,22,28,21,168
Gourgeist-Small,983,Gourgeist,Gourgeist-Small Size,Ghost,Grass,Pickup,Frisk,Insomnia,55,85,122,58,75,99,494,20.9 lbs.,"2'04""",,,Pumpkin,0.5,0.5,Pumpkaboo-Small Size,Amorphous,,Ghost / Grass,Pickup / Frisk / Insomnia*,,28,43,61,29,38,50,247
Gourgeist-Large,984,Gourgeist,Gourgeist-Large Size,Ghost,Grass,Pickup,Frisk,Insomnia,75,95,122,58,75,69,494,30.9 lbs.,"3'07""",,,Pumpkin,0.5,0.5,Pumpkaboo-Large Size,Amorphous,,Ghost / Grass,Pickup / Frisk / Insomnia*,,38,48,61,29,38,35,247
Gourgeist-Super,985,Gourgeist,Gourgeist-Super Size,Ghost,Grass,Pickup,Frisk,Insomnia,85,100,122,58,75,54,494,86.0 lbs.,"5'07""",,,Pumpkin,0.5,0.5,Pumpkaboo-Super Size,Amorphous,,Ghost / Grass,Pickup / Frisk / Insomnia*,,43,50,61,29,38,27,247
Zygarde-10,987,Zygarde,Zygarde-10%e,Dragon,Ground,,,,54,100,71,61,85,115,486,73.9 lbs.,"3'11""","Its sharp fangs make short work of finishing off its enemies, but itâ€™s unable to maintain this body indefinitely. After a period of time, it falls apart.",This is Zygardeâ€™s when about 10% of its cells have been gathered. It runs across the land at speeds greater than 60 mph.,Order,,,,Undiscovered,,Dragon / Ground,,,27,50,36,31,43,58,243
Zygarde-Complete,988,Zygarde,Zygarde-Completee,Dragon,Ground,Power Construct,Power Construct,Power Construct,216,100,121,91,95,85,708,1344.8 lbs.,"14'09""",This is Zygardeâ€™s at times when it uses its overwhelming power to suppress those who endanger the ecosystem.,This is Zygardeâ€™s 100%. It has enough power to overwhelm even Xerneas or Yveltal.,Order,,,,Undiscovered,,Dragon / Ground,Power Construct,,108,50,61,46,48,43,354
Diancie-Mega,989,Diancie,Diancie-Mega Diancie,Rock,Fairy,Magic Bounce,,,50,160,110,160,110,110,700,61.3 lbs.,"3'07""",,,Jewel,,,,Undiscovered,,Rock / Fairy,Magic Bounce,,25,80,55,80,55,55,350
Hoopa-Unbound,990,Hoopa,Hoopa-Hoopa Unbound,Psychic,Dark,Magician,,,80,160,60,170,130,80,680,1080.3 lbs.,"21'04""",,,Djinn,,,,Undiscovered,,Psychic / Dark,Magician,,40,80,30,85,65,40,340
Oricorio-PomPom,991,Oricorio,Oricorio-Pom-Pom Style,Electric,Flying,Dancer,Dancer,Dancer,75,70,70,98,70,93,476,7.5 lbs.,"2'00""","This Oricorio has sipped bright yellow nectar. Its bright, cheerful dance melts the hearts of its enemies.",It creates an electric charge by rubbing its feathers together. It dances over to its enemies and delivers shocking electrical punches.,Dancing,0.25,0.75,,Flying,,Electric / Flying,Dancer,,38,35,35,49,35,47,238
Oricorio-Pau,992,Oricorio,Oricorio-Paâ€™u Style,Psychic,Flying,Dancer,Dancer,Dancer,75,70,70,98,70,93,476,7.5 lbs.,"2'00""","This Oricorio relaxes by swaying gently. This increases its psychic energy, which it then fires at its enemies.",This Oricorio has sipped pink nectar. Its enemiesâ€™ hearts melt at the sight of its gently swaying hips.,Dancing,0.25,0.75,,Flying,,Psychic / Flying,Dancer,,38,35,35,49,35,47,238
Oricorio-Sensu,993,Oricorio,Oricorio-Sensu Style,Ghost,Flying,Dancer,Dancer,Dancer,75,70,70,98,70,93,476,7.5 lbs.,"2'00""","This Oricorio has sipped purple nectar. Its elegant, attractive dance will send the minds and hearts of its enemies to another world.","It summons the dead with its dreamy dancing. From their malice, it draws power with which to curse its enemies.",Dancing,0.25,0.75,,Flying,,Ghost / Flying,Dancer,,38,35,35,49,35,47,238
Lycanroc-Midnight,994,Lycanroc,Lycanroc-Midnight,Rock,,Keen Eye,Vital Spirit,No Guard,85,115,75,55,75,82,487,55.1 lbs.,"3'07""","The more intimidating the opponent it faces, the more this PokÃ©monâ€™s blood boils. It will attack with no regard for its own safety.","It goads its enemies into attacking, withstands the hits, and in return, delivers a headbutt, crushing their bones with its rocky mane.",Wolf,0.5,0.5,Rockruff,Field,,Rock,Keen Eye / Vital Spirit / No Guard*,,43,58,38,28,38,41,244
Wishiwashi-School,995,Wishiwashi,Wishiwashi-School,Water,,Schooling,Schooling,Schooling,45,140,130,140,135,30,620,173.3 lbs.,"26'11""","Weak Wishiwashi school together to concentrate their power. Their united force makes them the demon of the sea, feared near and far.","At their appearance, even Gyarados will flee. When they team up to use Water Gun, its power exceeds that of Hydro Pump.",Small Fry,0.5,0.5,,Water 2,,Water,Schooling,,23,70,65,70,68,15,310
Silvally-Fighting,996,Silvally,Silvally-Fighting,Fighting,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this PokÃ©mon can adapt its type to confound its enemies.",Synthetic,,,Null,Undiscovered,,Fighting,RKS System,,48,48,48,48,48,48,285
Silvally-Flying,997,Silvally,Silvally-Flying,Flying,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this PokÃ©mon can adapt its type to confound its enemies.",Synthetic,,,Null,Undiscovered,,Flying,RKS System,,48,48,48,48,48,48,285
Silvally-Poison,998,Silvally,Silvally-Poison,Poison,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this PokÃ©mon can adapt its type to confound its enemies.",Synthetic,,,Null,Undiscovered,,Poison,RKS System,,48,48,48,48,48,48,285
Silvally-Ground,999,Silvally,Silvally-Ground,Ground,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this PokÃ©mon can adapt its type to confound its enemies.",Synthetic,,,Null,Undiscovered,,Ground,RKS System,,48,48,48,48,48,48,285
Silvally-Rock,1000,Silvally,Silvally-Rock,Rock,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this PokÃ©mon can adapt its type to confound its enemies.",Synthetic,,,Null,Undiscovered,,Rock,RKS System,,48,48,48,48,48,48,285
Silvally-Bug,1001,Silvally,Silvally-Bug,Bug,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this PokÃ©mon can adapt its type to confound its enemies.",Synthetic,,,Null,Undiscovered,,Bug,RKS System,,48,48,48,48,48,48,285
Silvally-Ghost,1002,Silvally,Silvally-Ghost,Ghost,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this PokÃ©mon can adapt its type to confound its enemies.",Synthetic,,,Null,Undiscovered,,Ghost,RKS System,,48,48,48,48,48,48,285
Silvally-Steel,1003,Silvally,Silvally-Steel,Steel,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this PokÃ©mon can adapt its type to confound its enemies.",Synthetic,,,Null,Undiscovered,,Steel,RKS System,,48,48,48,48,48,48,285
Silvally-Fire,1004,Silvally,Silvally-Fire,Fire,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this PokÃ©mon can adapt its type to confound its enemies.",Synthetic,,,Null,Undiscovered,,Fire,RKS System,,48,48,48,48,48,48,285
